Afghanistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.70,..,..,..,38.30,..,..,..,..,54.50,..,..
Lebanon,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.40,..,..,..,..,..,..
Lesotho,..,..,..,..,..,..,..,..,..,..,..,..,56.60,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.70,..
Liberia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.80,..,..,..,..,..,..,54.10,..,50.90,..,..
Libya,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.50,20.00,19.10,20.90,20.30,20.50,19.20,18.60,20.60,19.10,22.20,..,..,..,..
Luxembourg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Macao SAR, China",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
North Macedonia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.00,26.80,26.20,24.20,22.10,21.50,21.90,22.20,21.90
Madagascar,..,..,..,..,..,..,..,..,..,..,..,70.80,..,..,..,73.20,..,..,..,..,71.70,..,70.70,..,..,..,..,..,..
Malawi,..,..,..,..,..,..,..,65.30,..,..,..,..,..,..,52.40,..,..,..,..,..,50.70,..,..,..,..,..,51.50,..,..
Malaysia,..,..,..,..,..,..,..,..,..,..,..,..,5.10,..,5.70,..,3.60,..,3.80,..,..,1.70,..,0.60,..,0.40,..,..,..
Maldives,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.20,..,..
Mali,..,..,..,..,..,..,..,..,..,..,..,50.90,..,..,..,..,41.70,..,..,41.10,..,..,..,..,..,..,..,..,..
Malta,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Marshall Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritania,..,..,..,..,..,..,..,..,..,..,51.00,..,..,..,46.70,..,..,..,42.00,..,..,..,..,..,31.00,..,..,..,..
Mauritius,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.90,..,..,..,..,10.30,..
Mexico,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.60,..,41.90
"Micronesia, Fed. Sts.",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.90,..,..,..,..,..,..,..,41.20,..,..,..,..,..
Moldova,..,..,..,..,..,..,..,..,..,..,..,54.60,40.40,29.00,26.50,..,30.20,25.80,26.40,26.30,21.90,17.50,16.60,12.70,11.40,9.60,..,..,..
Monaco,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mongolia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.80,33.70,27.40,..,21.60,..,29.60,..,28.40
Montenegro,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.20,24.10,24.40,24.00,23.60,..,..
Morocco,..,..,..,..,..,..,..,..,16.30,..,15.30,..,..,..,..,..,..,8.90,..,..,..,..,..,4.80,..,..,..,..,..
Mozambique,..,..,..,..,..,..,69.40,..,..,..,..,..,54.10,..,..,..,..,..,54.70,..,..,..,..,..,46.10,..,..,..,..
Myanmar,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.20,..,..,..,..,42.20,..,..,..,..,32.10,..,24.80,..
Namibia,..,..,..,69.30,..,..,..,..,..,..,..,..,..,37.70,..,..,..,..,..,28.70,..,..,..,..,..,17.40,..,..,..
Nauru,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.20,..,..,..,..,..,..,..,..
Netherlands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nicaragua,..,..,..,..,..,..,..,..,..,..,..,45.80,..,..,..,48.30,..,..,..,42.50,..,..,..,..,29.60,..,24.90,..,..
Niger,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.90,..,..,44.50,..,..,..,..
Nigeria,..,..,..,..,..,..,..,..,..,..,..,..,..,48.40,..,..,..,..,..,46.00,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oman,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pakistan,..,..,..,..,..,..,..,..,57.90,..,..,64.30,..,..,51.70,50.40,..,44.10,..,..,36.80,36.30,..,29.50,..,24.30,..,..,..
Palau,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.90,..,..,..,..,..,..,..,..,..,..,..,..
Panama,..,..,..,..,..,..,..,..,..,..,37.90,..,..,..,..,36.60,38.30,36.50,33.80,33.40,29.80,27.60,26.50,25.80,25.60,23.00,22.10,..,..
Papua New Guinea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.90,..,..,..,..,..,..,..,..,..
Paraguay,..,..,..,..,..,..,..,..,..,..,..,..,57.70,51.40,48.80,44.90,48.90,45.30,43.20,41.60,39.00,37.00,31.40,28.00,27.20,26.60,28.90,26.40,24.20
Peru,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.70,55.60,49.20,42.40,37.30,33.50,30.80,27.80,25.80,23.90,22.70,21.80,20.70,21.70,20.50
Philippines,..,..,..,..,..,..,..,..,..,..,..,..,..,24.90,..,..,26.60,..,..,26.30,..,..,25.20,..,..,21.60,..,..,..
Poland,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.50,19.10,17.30,16.90,17.10,17.60,17.70,17.10,17.30,17.00,17.60,17.30,15.00,14.80,15.40
Portugal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Puerto Rico,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Qatar,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Romania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.60,23.60,22.10,21.60,22.30,22.90,23.00,25.10,25.40,25.30,23.60,23.60,..
Russian Federation,..,..,..,..,..,..,..,..,..,..,29.00,..,24.60,20.30,17.60,17.80,15.20,13.30,13.40,13.00,12.50,12.70,10.70,10.80,11.20,13.30,13.30,13.20,12.90
Rwanda,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.10,..,..,38.20,..,..
Samoa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.90,..,..,..,..,20.30,..,..,..,..,..
San Marino,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,..,..,..,..,..,..,..,..,..,..,68.30,..,..,..,..,..,..,..,..,..,66.20,..,..,..,..,..,..,..,..
Saudi Arabia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Senegal,..,..,..,..,..,..,..,..,..,..,..,55.20,..,..,..,48.30,..,..,..,..,..,46.70,..,..,..,..,..,..,..
Serbia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.50,25.00,26.70,25.90,25.70,24.30,..
Seychelles,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.30,..,..,..,..,..
Sierra Leone,..,..,..,..,..,..,..,..,..,..,..,..,..,66.40,..,..,..,..,..,..,..,52.90,..,..,..,..,..,..,..
Singapore,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.30,11.60,10.60,10.90,11.00,12.00,13.00,13.20,12.80,12.60,..,..,..,..,..
Slovenia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.20,11.60,11.50,12.30,11.30,12.70,13.60,13.50,14.50,14.50,14.30,..,..,..,..
Solomon Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.70,..,..,..,..,..,..,..,12.70,..,..,..,..,..
Somalia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Africa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.60,..,..,62.10,..,53.20,..,..,..,55.50,..,..,..,..
South Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.60,..,..,50.10,..,55.10,65.60,82.30,..,..
Spain,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sri Lanka,..,..,..,..,..,..,..,..,..,..,..,..,22.70,..,..,..,15.20,..,..,8.90,..,..,6.70,..,..,..,4.10,..,..
St. Kitts and Nevis,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Lucia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.00,..,..
St. Martin (French part),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.50,..,..,..,..,..,..,..,..,..
Suriname,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eswatini,..,..,..,..,..,..,..,..,..,..,..,69.00,..,..,..,..,..,..,..,63.00,..,..,..,..,..,..,..,58.90,..
Sweden,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Syrian Arab Republic,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.10,..,..,35.20,..,..,..,..,..,..,..,..,..,..,..
Tajikistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.30,32.00,31.30,30.30,29.50,27.40
Tanzania,..,..,..,..,..,..,..,..,..,..,35.60,..,..,..,..,..,..,34.40,..,..,..,28.20,..,..,..,..,..,..,26.40
Thailand,..,..,..,..,..,..,..,..,..,..,42.30,..,32.40,..,26.80,..,21.90,20.00,20.40,17.90,16.40,13.20,12.60,10.90,10.50,7.20,8.60,7.90,9.90
Timor-Leste,..,..,..,..,..,..,..,..,..,..,..,36.30,..,..,..,..,..,50.40,..,..,..,..,..,..,41.80,..,..,..,..
Togo,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.70,..,..,..,..,58.70,..,..,..,55.10,..,..,..
Tonga,..,..,..,..,..,..,..,..,..,..,..,16.20,..,..,..,..,..,..,..,22.50,..,..,..,..,..,..,..,..,..
Trinidad and Tobago,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tunisia,..,..,..,..,..,..,..,..,..,..,25.40,..,..,..,..,23.10,..,..,..,..,20.50,..,..,..,..,15.20,..,..,..
Turkey,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.60,16.30,16.70,17.10,16.90,16.10,16.30,15.00,15.00,14.70,14.30,13.50,13.90,..
Turkmenistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.30,..,..,..,..,..,..,..,..
Uganda,..,..,56.40,..,..,..,44.40,..,..,33.80,..,..,38.80,..,..,31.10,..,..,..,24.50,..,..,19.70,..,..,..,21.40,..,..
Ukraine,..,..,..,..,..,..,..,..,..,..,..,..,83.30,76.20,65.60,55.30,49.70,12.70,7.10,5.80,8.60,7.80,9.00,8.30,8.60,6.40,3.80,2.40,1.30
United Arab Emirates,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Kingdom,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uruguay,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.50,29.60,24.20,21.00,18.50,13.70,12.40,11.50,9.70,9.70,9.40,7.90,8.10
Uzbekistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.00,14.10,..,..,..,..,..
Vanuatu,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.70,..,..,..,..,..,..,..,..
"Venezuela, RB",..,..,..,..,..,..,..,55.60,49.00,42.80,41.60,31.10,41.10,54.00,53.10,42.40,33.10,27.50,27.70,26.40,26.80,27.40,27.20,29.40,29.50,33.10,..,..,..
Vietnam,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.70,..,17.20,..,13.50,..,9.80,..,6.70
Virgin Islands (U.S.),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.90,24.30,24.00,31.20,22.60,22.60,25.70,25.80,..,..,..,..,29.20,..,..
"Yemen, Rep.",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.80,..,..,..,..,..,..,..,..,48.60,..,..,..,..
Zambia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54.70,..,..,..,..,54.40,..,..,..
Zimbabwe,..,..,..,..,..,..,..,..,..,..,..,70.90,..,..,..,..,..,..,..,..,..,72.30,..,..,..,..,..,70.00,..
